Date,Product_ID,Category,Region,Sales_Quantity,Sales_Revenue,Discount_Applied
2024-12-24,P019,Clothing,North,9,2840.56,218.71
2024-12-25,P032,Toys,West,13,2840.19,561.04
2024-12-25,P020,Toys,East,11,892.89,188.4
2024-12-25,P008,Electronics,East,5,1542.52,119.62
2024-12-25,P007,Groceries,East,5,1094.83,98.25
2024-12-25,P006,Home & Kitchen,South,4,1187.72,187.49
2024-12-25,P011,Groceries,West,13,5253.41,314.42
2024-12-25,P039,Home & Kitchen,North,18,8707.99,1847.62
2024-12-25,P041,Electronics,South,12,5606.79,235.33
2024-12-25,P036,Clothing,East,4,319.42,42.48
2024-12-25,P015,Clothing,North,1,222.27,51.15
2024-12-26,P032,Home & Kitchen,North,16,210.48,17.66
2024-12-26,P047,Toys,North,7,2383.55,624.31
2024-12-26,P046,Clothing,East,10,4473.96,1095.18
2024-12-26,P038,Groceries,North,11,5137.3,1034.09
2024-12-26,P006,Groceries,North,19,8063.71,1535.43
2024-12-26,P027,Electronics,West,13,4907.76,1010.75
2024-12-26,P024,Groceries,West,16,5408.66,1249.05
2024-12-26,P050,Clothing,East,2,27.27,0.0
2024-12-26,P028,Electronics,West,10,3009.02,512.05
2024-12-26,P018,Groceries,North,7,2400.14,429.29
2024-12-27,P047,Electronics,East,14,6280.46,810.96
2024-12-27,P020,Toys,North,18,6024.66,346.54
2024-12-27,P048,Toys,North,14,6318.33,919.46
2024-12-27,P007,Home & Kitchen,West,1,118.44,29.1
2024-12-27,P012,Home & Kitchen,South,9,525.06,69.62
2024-12-27,P029,Clothing,North,12,5615.39,822.86
2024-12-27,P016,Electronics,South,14,1041.28,150.24
2024-12-27,P039,Groceries,North,6,856.95,209.44
2024-12-27,P019,Groceries,East,12,2473.84,644.96
2024-12-27,P027,Clothing,South,17,4407.27,938.24
2024-12-28,P029,Groceries,North,13,3108.47,55.26
2024-12-28,P018,Groceries,North,1,126.4,10.06
2024-12-28,P037,Home & Kitchen,North,9,1217.9,360.31
2024-12-28,P001,Home & Kitchen,South,10,381.25,103.76
2024-12-28,P011,Clothing,East,5,1584.52,48.12
2024-12-28,P033,Groceries,North,5,1550.62,133.91
2024-12-28,P050,Groceries,South,5,1981.77,383.63
2024-12-28,P028,Clothing,West,1,304.09,83.08
2024-12-28,P039,Toys,South,9,2208.92,38.05
2024-12-28,P015,Groceries,South,15,5629.73,1216.13
2024-12-29,P027,Clothing,North,2,54.81,15.75
2024-12-29,P050,Home & Kitchen,East,5,986.34,68.25
2024-12-29,P039,Toys,North,19,4674.56,625.92
2024-12-29,P037,Home & Kitchen,South,3,614.48,108.98
2024-12-29,P047,Electronics,West,7,2272.6,178.56
2024-12-29,P008,Clothing,South,9,2267.68,289.77
2024-12-29,P048,Clothing,East,1,444.87,17.19
2024-12-29,P015,Electronics,West,3,877.91,144.39
2024-12-29,P005,Groceries,West,10,2091.4,184.14
2024-12-29,P031,Groceries,South,3,854.73,160.15
2024-12-30,P013,Groceries,South,14,4778.41,213.78
2024-12-30,P015,Groceries,West,2,715.09,174.84
2024-12-30,P050,Home & Kitchen,West,6,1160.52,86.23
2024-12-30,P029,Toys,South,9,3946.58,20.95
2024-12-30,P004,Groceries,East,1,170.99,24.94
2024-12-30,P035,Toys,South,7,2583.15,388.21
2024-12-30,P032,Groceries,East,5,2171.21,37.28
2024-12-30,P012,Toys,East,9,4035.87,322.21
2024-12-30,P039,Toys,North,13,1258.21,232.04
2024-12-30,P041,Home & Kitchen,South,12,2372.15,333.43
2024-12-31,P005,Groceries,North,14,4242.19,1080.01
2024-12-31,P022,Electronics,North,18,8947.68,1349.92
2024-12-31,P012,Home & Kitchen,East,18,8309.57,2365.06
2024-12-31,P026,Electronics,West,11,2949.68,872.47
2024-12-31,P017,Groceries,South,13,6041.4,737.23
2024-12-31,P044,Groceries,South,9,570.26,168.57
2024-12-31,P024,Groceries,South,18,2628.42,605.26
2024-12-31,P023,Toys,North,10,516.23,119.69
2024-12-31,P007,Clothing,North,2,941.16,153.52
2024-12-31,P028,Toys,South,4,525.38,105.89
2025-01-01,P050,Home & Kitchen,North,5,1551.43,215.98
2025-01-01,P033,Home & Kitchen,North,2,994.45,137.17
2025-01-01,P019,Groceries,North,16,5150.93,198.52
2025-01-01,P017,Toys,North,3,1295.58,305.59
2025-01-01,P040,Toys,South,18,718.13,43.75
2025-01-01,P021,Electronics,North,12,1593.58,353.39
2025-01-01,P004,Home & Kitchen,West,2,913.68,187.24
2025-01-01,P007,Groceries,West,13,3575.33,27.66
2025-01-01,P041,Electronics,West,7,967.67,90.83
2025-01-01,P042,Clothing,West,14,6166.81,1636.7
2025-01-02,P048,Groceries,North,2,128.66,9.51
2025-01-02,P033,Toys,South,13,5298.32,18.69
2025-01-02,P026,Electronics,West,16,6185.65,463.39
2025-01-02,P008,Home & Kitchen,East,9,2309.28,331.07
2025-01-02,P016,Home & Kitchen,South,18,3487.35,815.38
2025-01-02,P045,Clothing,North,7,1385.2,138.6
2025-01-02,P028,Clothing,South,11,2488.04,601.25
2025-01-02,P040,Clothing,South,10,2503.34,733.5
2025-01-02,P010,Groceries,North,5,2408.73,196.58
2025-01-02,P003,Home & Kitchen,West,4,1350.06,358.13
2025-01-03,P031,Electronics,South,17,4946.63,1269.17
2025-01-03,P036,Electronics,North,19,6839.95,1038.34
2025-01-03,P040,Toys,North,12,3914.59,898.62
2025-01-03,P004,Groceries,East,4,1642.87,191.26
2025-01-03,P048,Toys,South,2,842.89,143.95
2025-01-03,P045,Toys,West,4,1850.41,440.91
2025-01-03,P002,Groceries,West,9,4208.22,1077.59
2025-01-03,P038,Home & Kitchen,East,4,706.6,124.22
2025-01-03,P012,Groceries,East,16,7915.35,169.13
2025-01-03,P022,Clothing,East,17,7064.72,1083.17
2025-01-04,P025,Electronics,West,8,2325.72,256.62
2025-01-04,P020,Groceries,North,15,4108.95,1162.82
2025-01-04,P037,Groceries,North,6,472.42,4.7
2025-01-04,P023,Home & Kitchen,East,5,716.18,32.21
2025-01-04,P008,Groceries,North,16,4573.37,1140.35
2025-01-04,P043,Electronics,West,6,712.05,176.47
2025-01-04,P027,Groceries,North,6,2128.85,257.05
2025-01-04,P021,Home & Kitchen,North,14,6718.93,365.74
2025-01-04,P041,Home & Kitchen,West,17,5433.8,1221.87
2025-01-04,P046,Clothing,East,8,1507.19,241.41
2025-01-05,P004,Clothing,North,7,2286.73,400.18
2025-01-05,P045,Home & Kitchen,West,6,1384.28,160.49
2025-01-05,P029,Toys,West,19,726.3,39.01
2025-01-05,P016,Clothing,East,18,3426.09,278.77
2025-01-05,P044,Home & Kitchen,East,16,3463.24,479.14
2025-01-05,P010,Home & Kitchen,East,10,992.68,38.8
2025-01-05,P008,Toys,West,17,1288.3,289.49
2025-01-05,P033,Home & Kitchen,South,14,4040.81,1190.75
2025-01-05,P020,Clothing,South,7,63.16,16.8
2025-01-05,P002,Toys,North,2,224.46,33.09
2025-01-06,P028,Electronics,East,7,1954.8,336.3
2025-01-06,P042,Clothing,East,1,197.54,1.61
2025-01-06,P047,Toys,West,4,488.96,29.09
2025-01-06,P002,Electronics,North,9,4261.56,585.41
2025-01-06,P021,Toys,North,3,832.53,175.93
2025-01-06,P004,Home & Kitchen,West,8,3026.92,647.56
2025-01-06,P035,Electronics,South,13,5858.4,376.2
2025-01-06,P006,Groceries,West,6,1951.87,39.0
2025-01-06,P017,Home & Kitchen,North,13,4448.95,731.15
2025-01-06,P049,Home & Kitchen,North,13,4722.11,740.34
2025-01-07,P010,Clothing,North,4,256.23,69.3
2025-01-07,P022,Groceries,West,9,3278.32,861.79
2025-01-07,P018,Home & Kitchen,North,17,2978.65,559.87
2025-01-07,P033,Toys,North,14,4373.96,436.81
2025-01-07,P024,Home & Kitchen,East,1,304.27,67.63
2025-01-07,P030,Electronics,South,10,1967.42,565.93
2025-01-07,P039,Clothing,West,15,493.66,52.37
2025-01-07,P013,Electronics,East,2,183.87,51.31
2025-01-07,P044,Electronics,North,5,1874.96,32.38
2025-01-07,P037,Electronics,North,6,2844.93,118.58
2025-01-08,P002,Clothing,South,3,607.13,154.9
2025-01-08,P001,Toys,North,9,3425.75,270.69
2025-01-08,P021,Clothing,North,17,3083.36,227.66
2025-01-08,P043,Groceries,South,8,3426.79,14.28
2025-01-08,P024,Electronics,West,7,2357.03,465.61
2025-01-08,P035,Toys,East,11,1041.44,80.86
2025-01-08,P018,Groceries,South,14,5959.02,408.6
2025-01-08,P042,Groceries,South,16,1979.62,493.03
2025-01-08,P003,Electronics,West,1,22.48,2.22
2025-01-08,P004,Clothing,North,10,3460.11,557.27
2025-01-09,P034,Toys,East,2,673.59,39.18
2025-01-09,P038,Toys,West,10,1756.46,323.63
2025-01-09,P028,Clothing,South,10,992.85,237.88
2025-01-09,P015,Groceries,East,6,993.29,166.3
2025-01-09,P014,Home & Kitchen,South,18,4818.67,204.66
2025-01-09,P032,Electronics,East,11,1303.96,379.42
2025-01-09,P019,Groceries,West,2,676.55,4.88
2025-01-09,P007,Toys,East,14,6699.13,1261.34
2025-01-09,P024,Toys,North,12,1107.84,306.89
2025-01-09,P035,Clothing,North,7,1809.84,118.18
2025-01-10,P047,Toys,East,3,435.32,83.82
2025-01-10,P039,Toys,West,17,7824.44,2088.7
2025-01-10,P046,Home & Kitchen,East,3,295.78,62.38
2025-01-10,P045,Groceries,South,8,1375.74,329.97
2025-01-10,P017,Home & Kitchen,West,10,496.79,27.31
2025-01-10,P024,Home & Kitchen,South,17,3646.78,956.07
2025-01-10,P020,Clothing,South,15,3226.97,69.16
2025-01-10,P032,Clothing,West,1,241.32,62.59
2025-01-10,P042,Toys,East,13,808.99,136.59
2025-01-10,P044,Clothing,North,3,693.05,122.21
2025-01-11,P010,Home & Kitchen,North,6,2034.52,555.82
2025-01-11,P001,Clothing,East,12,2032.73,154.79
2025-01-11,P003,Electronics,South,8,2874.95,400.94
2025-01-11,P026,Home & Kitchen,East,18,5303.23,609.32
2025-01-11,P018,Groceries,West,16,7779.18,1514.14
2025-01-11,P032,Home & Kitchen,East,16,3125.0,471.54
2025-01-11,P034,Electronics,South,9,1306.16,134.68
2025-01-11,P009,Home & Kitchen,West,12,1476.07,101.16
2025-01-11,P025,Home & Kitchen,East,2,859.6,13.99
2025-01-11,P004,Clothing,East,5,710.3,61.86
2025-01-12,P039,Electronics,East,14,1540.58,215.55
2025-01-12,P049,Clothing,East,18,5187.11,1384.32
2025-01-12,P016,Home & Kitchen,North,16,4056.11,260.12
2025-01-12,P031,Toys,South,9,1281.68,335.98
2025-01-12,P012,Clothing,East,18,1424.93,250.87
2025-01-12,P027,Electronics,North,6,2805.99,436.28
2025-01-12,P020,Electronics,West,2,539.97,61.37
2025-01-12,P043,Electronics,South,3,17.92,2.35
2025-01-12,P004,Home & Kitchen,North,6,2576.8,290.28
2025-01-12,P002,Electronics,East,9,1202.22,134.18
2025-01-13,P013,Electronics,North,19,7840.37,1725.04
2025-01-13,P035,Toys,West,15,2204.95,407.96
2025-01-13,P034,Electronics,North,2,87.43,11.35
2025-01-13,P036,Toys,North,1,58.71,13.41
2025-01-13,P038,Electronics,East,13,4563.31,164.36
2025-01-13,P050,Clothing,North,10,2449.2,122.87
2025-01-13,P045,Home & Kitchen,West,11,1298.4,224.27
2025-01-13,P004,Toys,South,7,704.74,76.34
2025-01-13,P040,Electronics,North,6,1324.12,139.88
2025-01-13,P011,Electronics,West,13,3129.93,466.57
2025-01-14,P010,Toys,East,15,1064.73,27.99
2025-01-14,P013,Toys,North,11,3416.3,934.46
2025-01-14,P006,Home & Kitchen,South,1,383.29,101.4
2025-01-14,P028,Groceries,South,19,7464.07,151.08
2025-01-14,P026,Electronics,West,16,5979.03,198.03
2025-01-14,P037,Toys,East,11,4567.74,219.28
2025-01-14,P019,Groceries,North,3,1204.23,192.5
2025-01-14,P049,Home & Kitchen,North,10,127.04,4.09
2025-01-14,P029,Toys,North,11,1511.03,46.57
2025-01-14,P025,Groceries,East,8,608.56,41.91
2025-01-15,P014,Electronics,South,11,591.74,24.27
2025-01-15,P002,Groceries,North,2,373.29,28.88
2025-01-15,P033,Clothing,West,2,178.08,50.28
2025-01-15,P032,Toys,East,17,5030.36,764.13
2025-01-15,P040,Electronics,North,7,574.82,13.3
2025-01-15,P026,Toys,South,13,3101.12,303.95
2025-01-15,P021,Electronics,East,4,811.38,210.39
2025-01-15,P013,Toys,East,8,3702.47,78.26
2025-01-15,P018,Toys,East,15,3459.92,467.24
2025-01-15,P031,Toys,East,14,3605.57,301.75
2025-01-16,P048,Clothing,West,19,4639.23,603.29
2025-01-16,P025,Toys,East,11,1108.83,302.45
2025-01-16,P044,Home & Kitchen,South,6,1056.66,22.77
2025-01-16,P033,Home & Kitchen,West,10,4603.29,918.52
2025-01-16,P014,Clothing,West,8,3144.25,70.19
2025-01-16,P021,Toys,South,7,1723.15,233.98
2025-01-16,P012,Electronics,West,5,1561.81,443.84
2025-01-16,P047,Clothing,West,5,1994.24,347.44
2025-01-16,P009,Groceries,West,8,1064.44,18.91
2025-01-16,P005,Home & Kitchen,South,1,402.81,74.49
2025-01-17,P045,Electronics,South,1,117.67,29.62
2025-01-17,P010,Clothing,East,10,271.43,4.04
2025-01-17,P044,Electronics,South,12,2089.81,306.07
2025-01-17,P009,Clothing,East,10,1982.52,542.45
2025-01-17,P006,Electronics,East,1,340.42,60.52
2025-01-17,P036,Toys,East,3,168.17,25.39
2025-01-17,P013,Clothing,South,8,1079.24,156.61
2025-01-17,P003,Groceries,West,11,3368.98,756.95
2025-01-17,P021,Toys,South,9,1760.9,477.06
2025-01-17,P011,Home & Kitchen,North,7,726.52,33.4
2025-01-18,P011,Home & Kitchen,East,17,4386.08,161.89
2025-01-18,P024,Electronics,West,13,5937.05,1774.05
2025-01-18,P015,Clothing,South,2,461.48,21.18
2025-01-18,P016,Electronics,East,17,378.66,44.47
2025-01-18,P028,Groceries,East,7,2160.49,148.31
2025-01-18,P032,Clothing,West,6,1871.13,172.67
2025-01-18,P017,Electronics,North,12,3727.31,895.65
2025-01-18,P041,Home & Kitchen,West,19,4513.67,1189.14
2025-01-18,P012,Home & Kitchen,West,12,244.64,7.96
2025-01-18,P008,Clothing,East,17,971.44,39.57
2025-01-19,P039,Home & Kitchen,West,12,1306.39,211.28
2025-01-19,P041,Toys,North,16,5038.41,934.58
2025-01-19,P003,Electronics,West,14,6263.54,700.13
2025-01-19,P032,Electronics,South,15,5337.52,36.26
2025-01-19,P015,Clothing,North,2,657.99,59.95
2025-01-19,P007,Toys,East,13,561.88,9.92
2025-01-19,P045,Clothing,East,8,1240.83,57.01
2025-01-19,P004,Electronics,West,19,9180.87,1628.0
2025-01-19,P014,Groceries,South,13,95.81,5.17
2025-01-19,P030,Clothing,South,6,690.18,135.26
2025-01-20,P034,Toys,South,3,246.12,6.52
2025-01-20,P023,Home & Kitchen,North,7,2859.96,788.14
2025-01-20,P024,Clothing,West,1,83.63,10.06
2025-01-20,P041,Groceries,West,9,903.57,85.1
2025-01-20,P006,Home & Kitchen,South,16,5574.13,774.52
2025-01-20,P015,Clothing,East,10,570.57,121.39
2025-01-20,P020,Toys,East,18,4626.64,102.47
2025-01-20,P048,Electronics,South,16,4159.43,689.36
2025-01-20,P044,Home & Kitchen,East,6,1556.17,365.66
2025-01-20,P046,Groceries,South,14,1901.44,433.63
2025-01-21,P028,Electronics,North,11,3269.35,693.81
2025-01-21,P049,Electronics,East,4,416.7,107.07
2025-01-21,P026,Clothing,East,1,68.7,15.16
2025-01-21,P007,Toys,South,9,1455.39,8.66
2025-01-21,P039,Home & Kitchen,South,10,4564.11,587.39
2025-01-21,P030,Home & Kitchen,West,5,2329.48,145.92
2025-01-21,P014,Clothing,East,6,2681.3,648.39
2025-01-21,P018,Toys,West,16,7607.36,677.02
2025-01-21,P043,Electronics,East,16,5647.38,388.09
2025-01-21,P034,Clothing,East,14,3242.13,141.52
2025-01-22,P039,Toys,North,18,6992.13,1036.17
2025-01-22,P043,Groceries,West,10,944.83,84.28
2025-01-22,P009,Groceries,West,5,1087.86,293.96
2025-01-22,P013,Clothing,West,16,5097.39,1019.0
2025-01-22,P026,Home & Kitchen,South,1,348.87,46.33
2025-01-22,P021,Home & Kitchen,East,1,244.26,53.44
2025-01-22,P016,Home & Kitchen,East,4,975.99,211.06
2025-01-22,P040,Electronics,North,2,967.55,52.93
2025-01-22,P018,Groceries,East,3,1139.09,183.63
2025-01-22,P029,Home & Kitchen,West,9,637.28,118.14
2025-01-23,P037,Electronics,East,19,9377.39,1912.63
2025-01-23,P014,Home & Kitchen,West,1,146.71,13.81
2025-01-23,P044,Toys,South,6,310.78,9.03
2025-01-23,P001,Clothing,South,9,2780.9,103.33
2025-01-23,P023,Toys,North,12,4737.59,828.12
2025-01-23,P004,Home & Kitchen,South,18,3764.04,131.13
2025-01-23,P028,Clothing,West,8,1702.43,86.94
2025-01-23,P018,Toys,North,12,2279.17,289.74
2025-01-23,P020,Electronics,South,17,6357.14,1255.91
2025-01-23,P035,Clothing,West,11,2376.19,712.78
2025-01-24,P023,Clothing,South,18,6616.25,1717.24
2025-01-24,P010,Groceries,East,13,3208.42,564.02
2025-01-24,P003,Electronics,West,12,1946.41,541.29
2025-01-24,P046,Clothing,North,16,369.56,12.31
2025-01-24,P009,Home & Kitchen,West,11,2682.23,227.27
2025-01-24,P006,Clothing,South,15,1003.16,17.64
2025-01-24,P039,Clothing,South,16,6865.99,19.2
2025-01-24,P034,Groceries,East,18,390.45,110.1
2025-01-24,P002,Electronics,East,12,2505.97,176.52
2025-01-24,P025,Groceries,North,10,327.96,44.1
2025-01-25,P035,Home & Kitchen,East,12,1152.78,319.29
2025-01-25,P019,Electronics,West,10,3832.3,216.4
2025-01-25,P036,Groceries,West,4,731.8,116.31
2025-01-25,P006,Home & Kitchen,North,5,2185.66,201.92
2025-01-25,P026,Groceries,North,12,1970.49,306.91
2025-01-25,P029,Electronics,West,4,1962.12,149.23
2025-01-25,P049,Home & Kitchen,South,12,5728.42,412.26
2025-01-25,P008,Home & Kitchen,West,19,8082.78,1701.04
2025-01-25,P032,Groceries,East,1,437.49,117.72
2025-01-25,P007,Home & Kitchen,North,1,223.56,14.77
2025-01-26,P035,Groceries,East,12,3850.96,334.73
2025-01-26,P010,Home & Kitchen,West,19,3989.12,169.29
2025-01-26,P006,Toys,North,6,2833.18,320.65
2025-01-26,P009,Toys,South,9,2631.42,343.62
2025-01-26,P048,Clothing,West,4,1668.85,225.63
2025-01-26,P001,Electronics,West,19,8859.02,1683.38
2025-01-26,P032,Clothing,South,13,228.09,53.6
2025-01-26,P025,Toys,North,1,40.61,10.83
2025-01-26,P015,Home & Kitchen,West,9,48.36,7.47
2025-01-26,P026,Clothing,South,5,334.63,94.57
2025-01-27,P048,Groceries,West,8,2697.02,261.19
2025-01-27,P006,Groceries,South,13,4635.18,435.21
2025-01-27,P012,Toys,North,15,2406.07,347.98
2025-01-27,P017,Clothing,South,2,843.03,128.05
2025-01-27,P022,Home & Kitchen,North,11,1274.91,316.73
2025-01-27,P047,Toys,North,1,153.58,9.44
2025-01-27,P008,Clothing,South,13,956.73,280.34
2025-01-27,P004,Electronics,North,10,2249.26,345.43
2025-01-27,P024,Groceries,South,13,3980.24,636.15
2025-01-27,P019,Clothing,South,12,130.59,26.97
2025-01-28,P040,Groceries,North,11,2635.75,756.48
2025-01-28,P016,Home & Kitchen,North,15,5620.84,292.1
2025-01-28,P035,Toys,North,4,1663.25,170.71
2025-01-28,P026,Toys,West,10,897.28,89.66
2025-01-28,P045,Toys,West,12,4426.17,1242.24
2025-01-28,P013,Electronics,East,5,1615.34,425.93
2025-01-28,P036,Toys,North,14,2439.63,95.19
2025-01-28,P028,Electronics,North,13,534.6,38.76
2025-01-28,P034,Electronics,East,18,3569.52,701.98
2025-01-28,P025,Toys,West,17,3421.64,1018.45
2025-01-29,P022,Clothing,North,2,510.55,61.55
2025-01-29,P012,Electronics,East,11,1858.57,12.28
2025-01-29,P002,Toys,West,7,2724.99,621.39
2025-01-29,P036,Clothing,South,2,609.17,129.01
2025-01-29,P011,Clothing,East,2,196.85,24.65
2025-01-29,P027,Electronics,East,5,2319.12,41.4
2025-01-29,P038,Home & Kitchen,South,18,7141.93,74.85
2025-01-29,P007,Electronics,West,12,197.68,2.02
2025-01-29,P041,Home & Kitchen,East,7,2900.36,264.22
2025-01-29,P008,Clothing,North,14,2331.22,544.63
2025-01-30,P010,Toys,South,8,3466.64,995.25
2025-01-30,P036,Toys,South,6,2402.4,693.86
2025-01-30,P014,Clothing,South,16,1486.38,309.25
2025-01-30,P034,Groceries,East,5,898.93,181.52
2025-01-30,P038,Clothing,South,18,5305.86,1306.69
2025-01-30,P015,Electronics,East,17,2597.69,424.75
2025-01-30,P048,Clothing,South,8,443.64,123.97
2025-01-30,P037,Groceries,North,8,804.56,105.27
2025-01-30,P019,Electronics,North,9,450.81,34.07
2025-01-30,P032,Toys,West,12,3222.97,908.31
2025-01-31,P039,Clothing,North,13,1752.7,79.29
2025-01-31,P018,Toys,West,1,114.1,8.45
2025-01-31,P020,Clothing,South,12,3481.24,1012.03
2025-01-31,P022,Home & Kitchen,South,16,3095.62,584.21
2025-01-31,P033,Groceries,West,10,4258.84,735.58
2025-01-31,P015,Clothing,South,1,57.71,11.59
2025-01-31,P024,Electronics,East,14,4436.22,1049.55
2025-01-31,P029,Toys,South,3,622.54,88.95
2025-01-31,P005,Groceries,North,5,2122.13,240.57
2025-01-31,P013,Clothing,North,11,4971.13,1228.35
2025-02-01,P016,Toys,South,12,4540.71,932.94
2025-02-01,P023,Toys,North,4,624.59,4.94
2025-02-01,P048,Home & Kitchen,East,6,2043.78,217.49
2025-02-01,P043,Clothing,North,10,2020.77,7.43
2025-02-01,P024,Electronics,East,17,2564.94,129.1
2025-02-01,P025,Groceries,South,6,2341.91,509.39
2025-02-01,P046,Home & Kitchen,East,1,421.38,126.41
2025-02-01,P026,Groceries,West,11,3094.21,225.01
2025-02-01,P006,Toys,West,16,4837.41,1037.91
2025-02-01,P022,Toys,North,4,1443.88,75.57
2025-02-02,P007,Clothing,South,16,6892.2,757.65
2025-02-02,P009,Electronics,North,17,5406.06,364.29
2025-02-02,P049,Groceries,North,11,5164.17,210.48
2025-02-02,P043,Electronics,East,12,5881.62,159.36
2025-02-02,P050,Electronics,West,14,2526.41,660.06
2025-02-02,P019,Electronics,North,18,1912.85,561.94
2025-02-02,P013,Toys,South,2,242.7,69.2
2025-02-02,P014,Clothing,South,18,1828.33,510.25
2025-02-02,P034,Groceries,South,11,4197.74,773.14
2025-02-02,P016,Groceries,North,5,1219.36,159.44
2025-02-03,P019,Home & Kitchen,West,3,913.32,207.78
2025-02-03,P031,Home & Kitchen,North,13,1821.83,86.57
2025-02-03,P042,Toys,West,12,3848.83,946.0
2025-02-03,P040,Toys,West,9,1314.35,315.23
2025-02-03,P035,Electronics,North,15,2361.29,258.71
2025-02-03,P038,Home & Kitchen,East,12,1601.36,350.91
2025-02-03,P050,Home & Kitchen,South,10,2319.9,598.32
2025-02-03,P046,Groceries,North,16,5158.37,370.73
2025-02-03,P016,Electronics,East,10,766.15,92.83
2025-02-03,P028,Electronics,North,19,3188.6,239.42
2025-02-04,P037,Electronics,North,3,297.86,44.9
2025-02-04,P040,Toys,East,13,2062.4,150.27
2025-02-04,P024,Electronics,West,14,3012.27,823.93
2025-02-04,P050,Groceries,North,19,8972.23,2334.08
2025-02-04,P011,Toys,North,15,5888.58,796.22
2025-02-04,P022,Clothing,North,17,5911.9,607.56
2025-02-04,P028,Groceries,East,15,4919.91,1277.2
2025-02-04,P010,Groceries,North,15,2249.67,50.97
2025-02-04,P023,Home & Kitchen,East,17,6036.51,579.02
2025-02-04,P035,Electronics,East,14,5508.52,150.62
2025-02-05,P008,Clothing,South,10,4756.74,816.5
2025-02-05,P006,Electronics,North,19,5831.17,569.18
2025-02-05,P012,Electronics,East,4,934.51,232.95
2025-02-05,P017,Groceries,East,5,190.74,2.24
2025-02-05,P040,Clothing,South,5,2351.66,381.58
2025-02-05,P049,Toys,South,12,2458.71,72.85
2025-02-05,P033,Clothing,West,8,1822.56,244.64
2025-02-05,P046,Groceries,West,12,2673.88,37.98
2025-02-05,P018,Groceries,West,3,296.35,5.07
2025-02-05,P020,Groceries,North,13,1814.0,525.11
2025-02-06,P028,Home & Kitchen,East,9,514.48,0.32
2025-02-06,P047,Groceries,South,3,333.41,81.94
2025-02-06,P049,Groceries,West,2,249.03,54.17
2025-02-06,P023,Home & Kitchen,East,16,3402.86,714.59
2025-02-06,P033,Toys,North,9,1263.71,313.67
2025-02-06,P022,Electronics,East,12,5907.25,70.05
2025-02-06,P046,Clothing,South,9,1205.25,80.53
2025-02-06,P012,Electronics,North,2,494.59,86.72
2025-02-06,P041,Clothing,North,16,6831.58,432.38
2025-02-06,P005,Electronics,West,16,2879.82,153.95
2025-02-07,P005,Home & Kitchen,South,17,2397.55,256.02
2025-02-07,P038,Toys,East,16,6558.16,1841.92
2025-02-07,P032,Electronics,North,3,1141.72,12.6
2025-02-07,P016,Home & Kitchen,South,13,2618.42,132.66
2025-02-07,P001,Electronics,South,2,657.82,128.36
2025-02-07,P048,Groceries,South,2,854.26,18.26
2025-02-07,P018,Home & Kitchen,East,13,5116.19,551.46
2025-02-07,P014,Electronics,West,9,596.88,178.16
2025-02-07,P040,Clothing,East,1,148.08,27.13
2025-02-07,P041,Toys,South,19,2313.57,672.86
2025-02-08,P038,Electronics,East,1,92.93,2.27
2025-02-08,P023,Clothing,East,18,3572.53,465.05
2025-02-08,P009,Home & Kitchen,South,6,2754.11,73.79
2025-02-08,P045,Electronics,South,13,6142.76,493.43
2025-02-08,P004,Toys,West,7,1078.25,48.52
2025-02-08,P001,Home & Kitchen,East,3,1294.18,193.11
2025-02-08,P047,Toys,East,10,2228.08,223.49
2025-02-08,P049,Home & Kitchen,West,2,734.07,78.07
2025-02-08,P002,Home & Kitchen,South,9,4326.42,962.76
2025-02-08,P008,Groceries,North,3,139.22,41.24
2025-02-09,P029,Clothing,South,9,741.48,151.6
2025-02-09,P026,Clothing,North,1,430.84,86.26
2025-02-09,P037,Home & Kitchen,North,2,656.91,41.51
2025-02-09,P027,Clothing,West,6,1965.13,294.33
2025-02-09,P048,Electronics,East,3,1269.18,135.19
2025-02-09,P031,Toys,West,18,2825.67,844.62
2025-02-09,P012,Clothing,West,2,543.95,7.37
2025-02-09,P018,Groceries,South,10,3710.46,718.7
2025-02-09,P016,Electronics,North,19,9263.41,2722.85
2025-02-09,P047,Electronics,South,4,437.86,36.24
2025-02-10,P048,Home & Kitchen,South,17,8449.31,1111.97
2025-02-10,P011,Toys,South,13,2841.78,110.8
2025-02-10,P013,Electronics,North,4,1987.97,21.6
2025-02-10,P037,Toys,North,16,5749.96,1428.76
2025-02-10,P025,Home & Kitchen,South,14,2395.73,222.57
2025-02-10,P015,Home & Kitchen,North,3,279.09,33.43
2025-02-10,P005,Toys,South,11,3313.45,77.78
2025-02-10,P039,Clothing,North,12,4356.03,172.42
2025-02-10,P022,Electronics,East,3,1095.24,186.53
2025-02-10,P024,Electronics,South,13,5865.92,702.72
2025-02-11,P013,Toys,North,8,2213.81,441.69
2025-02-11,P021,Groceries,North,7,1341.56,182.93
2025-02-11,P005,Toys,East,14,596.96,22.19
2025-02-11,P026,Electronics,North,14,1264.9,319.36
2025-02-11,P023,Toys,East,19,8383.24,1565.17
2025-02-11,P027,Clothing,West,10,4992.96,220.92
2025-02-11,P042,Groceries,East,2,200.17,24.75
2025-02-11,P004,Clothing,West,3,820.62,198.22
2025-02-11,P032,Home & Kitchen,West,11,5077.86,642.12
2025-02-11,P006,Home & Kitchen,West,14,946.17,120.35
